1   Sam McMurray    Worker  003–103     7G03    "Homer's Odyssey"[34]
11  Elwood Edwards  Virtual doctor  236–1110    BABF04  "Little Big Mom"[246]
11  Don Cheadle     Brother Faith   237–1111    BABF06  "Faith Off"[247]
11  Joe Mantegna    Fat Tony    237–1111    BABF06  "Faith Off"[247]
11  Britney Spears  Herself     238–1112    BABF08  "The Mansion Family"[248]
11  Randy Bachman   Himself     239–1113    BABF09  "Saddlesore Galactica"[249]
11  Jim Cummings    Duncan  239–1113    BABF09  "Saddlesore Galactica"[68]
11  Trevor Denman   Track announcer     239–1113    BABF09  "Saddlesore Galactica"[249]
11  Fred Turner     Himself     239–1113    BABF09  "Saddlesore Galactica"[249]
11  Shawn Colvin    Rachel Jordan   240–1114    BABF10  "Alone Again, Natura-Diddily"[250]
11  Frank Welker    Parrot  240–1114    BABF10  "Alone Again, Natura-Diddily"[68]
11  Betty White     Herself     241–1115    BABF11  "Missionary: Impossible"[251]
11  Diedrich Bader  Sheriff     245–1119    BABF16  "Kill the Alligator and Run"[252]
11  Joe C.  Himself     245–1119    BABF16  "Kill the Alligator and Run"[252]
11  Robert Evans    Himself     245–1119    BABF16  "Kill the Alligator and Run"[252]
11  Kid Rock    Himself     245–1119    BABF16  "Kill the Alligator and Run"[252]
11  Charlie Rose    Himself     245–1119    BABF16  "Kill the Alligator and Run"[252]
11  Frank Welker    Lion    246–1120    BABF15  "Last Tap Dance in Springfield"[68]
11  Parker Posey    Becky   247–1121    BABF18  "It's a Mad, Mad, Mad, Mad Marge"[253]
11  Marc Wilmore    Dr. Wilmore     247–1121    BABF18  "It's a Mad, Mad, Mad, Mad Marge"[68]
11  Jim Forbes  Narrator    248–1122    BABF19  "Behind the Laughter"[254]
11  Willie Nelson   Himself     248–1122    BABF19  "Behind the Laughter"[254]
12  Gary Coleman    Himself     250–1202    BABF20  "A Tale of Two Springfields"[255]
12  Frank Welker    Badger  250–1202    BABF20  "A Tale of Two Springfields"[68]
12  The Who[N]  Themselves  250–1202    BABF20  "A Tale of Two Springfields"[255]
12  Drew Barrymore  Sophie  251–1203    BABF17  "Insane Clown Poppy"[256]
12  Stephen King    Himself     251–1203    BABF17  "Insane Clown Poppy"[256]
12  Joe Mantegna    Fat Tony    251–1203    BABF17  "Insane Clown Poppy"[256]
12  Jay Mohr    Christopher Walken  251–1203    BABF17  "Insane Clown Poppy"[256]
12  Amy Tan     Herself     251–1203    BABF17  "Insane Clown Poppy"[256]
12  John Updike     Himself     251–1203    BABF17  "Insane Clown Poppy"[256]
12  Joshua Jackson  Jesse Grass     252–1204    CABF01  "Lisa the Tree Hugger"[257]
12  Leeza Gibbons   Herself     253–1205    CABF04  "Homer vs. Dignity"[258]
12  Patrick McGoohan    Number Six  254–1206    CABF02  "The Computer Wore Menace Shoes"[259]
12  Edward Norton   Devon Bradley   255–1207    CABF03  "The Great Money Caper"[260]
12  Michael Keaton  Jack Crowley    258–1210    CABF05  "Pokey Mom"[261]
12  Charles Napier  Warden  258–1210    CABF05  "Pokey Mom"[261]
12  Robert Schimmel     Convict     258–1210    CABF05  "Pokey Mom"[261]
12  Bruce Vilanch   Himself     258–1210    CABF05  "Pokey Mom"[261]
12  Tom Savini  Himself     259–1211    CABF08  "Worst Episode Ever"[262]
12  Andre Agassi    Himself     260–1212    CABF07  "Tennis the Menace"[263]
12  Pete Sampras    Himself     260–1212    CABF07  "Tennis the Menace"[263]
12  Serena Williams     Herself     260–1212    CABF07  "Tennis the Menace"[263]
12  Venus Williams  Herself     260–1212    CABF07  "Tennis the Menace"[263]
12  Gary Coleman    Himself     261–1213    CABF10  "Day of the Jackanapes"[264]
12  Kelsey Grammer  Sideshow Bob    261–1213    CABF10  "Day of the Jackanapes"[264]
12  'N Sync[O]  Themselves  262–1214    CABF12  "New Kids on the Blecch"[265]
12  Stacy Keach     Howard K. Duff VIII     263–1215    CABF09  "Hungry, Hungry Homer"[266]
12  Kathy Griffin   Francine    264–1216    CABF11  "Bye Bye Nerdie"[267]
12  Jan Hooks   Manjula Nahasapeemapetilon  264–1216    CABF11  "Bye Bye Nerdie"[267]
12  Frank Welker    Various animals     265–1217    CABF13  "Simpson Safari"[68]
12  Joe Mantegna    Fat Tony    266–1218    CABF14  "Trilogy of Error"[268]
12  Frankie Muniz   Thelonius   266–1218    CABF14  "Trilogy of Error"[268]
12  Shawn Colvin    Rachel Jordan   267–1219    CABF15  "I'm Goin' to Praiseland"[269]
12  Frank Welker    Various animals     269–1221    CABF17  "Simpsons Tall Tales"[68]
13  Pierce Brosnan  Ultrahouse's Pierce Brosnan voice
13  Matthew Perry   Ultrahouse's Matthew Perry voice    270–1301    CABF19  "Treehouse of Horror XII"[270]
13  Jess Harnell    Various animals     271–1302    CABF22  "The Parent Rap"[68]
13  Jane Kaczmarek  Judge Constance Harm    271–1302    CABF22  "The Parent Rap"[271]
13  R.E.M.[P]   Themselves  272–1303    CABF20  "Homer the Moe"[272]
13  Julia Louis-Dreyfus     Gloria  273–1304    CABF18  "A Hunka Hunka Burns in Love"[273]
13  George Takei    Waiter  273–1304    CABF18  "A Hunka Hunka Burns in Love"[273]
13  Joe Mantegna    Fat Tony    274–1305    CABF21  "The Blunder Years"[274]
13  Paul Newman     Himself     274–1305    CABF21  "The Blunder Years"[274]
13  Judith Owen     Herself     274–1305    CABF21  "The Blunder Years"[274]
13  Richard Gere    Himself     275–1306    DABF02  "She of Little Faith"[275]
13  Jane Kaczmarek  Judge Constance Harm    276–1307    DABF01  "Brawl in the Family"[276]
13  Delroy Lindo    Gabriel     276–1307    DABF01  "Brawl in the Family"[276]
13  Ben Stiller     Garth Motherloving  277–1308    DABF03  "Sweets and Sour Marge"[277]
13  Dana Gould  Producer    278–1309    DABF05  "Jaws Wired Shut"[68]
13  John Kassir     Various Animals     278–1309    DABF05  "Jaws Wired Shut"[68]
13  Jon Lovitz  Artie Ziff  279–1310    DABF04  "Half-Decent Proposal"[278]
13  Wolfgang Puck   Himself     280–1311    DABF06  "The Bart Wants What It Wants"[279]
13  Reese Witherspoon   Greta Wolfcastle    280–1311    DABF06  "The Bart Wants What It Wants"[279]
13  Dennis Weaver   Buck McCoy  281–1312    DABF07  "The Lastest Gun in the West"[280]
13  Frank Welker    Dog     281–1312    DABF07  "The Lastest Gun in the West"[280]
13  Olympia Dukakis     Zelda   282–1313    DABF09  "The Old Man and the Key"[281]
13  Bill Saluga     Ray J. Johnson  282–1313    DABF09  "The Old Man and the Key"[281]
13  Phish[Q]    Themselves  285–1316    DABF11  "Weekend at Burnsie's"[282]
13  Stan Lee    Himself     287–1318    DABF13  "I Am Furious (Yellow)"[283]
13  James Lipton    Himself     288–1319    DABF14  "The Sweetest Apu"[284]
13  Robert Pinsky   Himself     289–1320    DABF15  "Little Girl in the Big Ten"[285]
13  Carmen Electra  Herself     290–1321    DABF16  "The Frying Game"[286]
13  Frances Sternhagen  Mrs. Bellamy    290–1321    DABF16  "The Frying Game"[286]
13  Joe Mantegna    Fat Tony    291–1322    DABF17  "Poppa's Got a Brand New Badge"[287]
14  Elvis Costello  Himself     290–1321    DABF16  "How I Spent My Strummer Vacation"[288]
14  Mick Jagger     Himself     290–1321    DABF16  "How I Spent My Strummer Vacation"[288]
14  Lenny Kravitz   Himself     290–1321    DABF16  "How I Spent My Strummer Vacation"[288]
14  Tom Petty   Himself     290–1321    DABF16  "How I Spent My Strummer Vacation"[288]
14  Keith Richards  Himself     290–1321    DABF16  "How I Spent My Strummer Vacation"[288]
14  Brian Setzer    Himself     290–1321    DABF16  "How I Spent My Strummer Vacation"[288]
14  Tony Bennett    Sings "Capital City"    294–1403    DABF20  "Bart vs. Lisa vs. the Third Grade"[289]
14  Baha Men[R]     Themselves  295–1404    DABF18  "Large Marge"[290]
14  Jan Hooks   Manjula Nahasapeemapetilon  295–1404    DABF18  "Large Marge"[290]
14  Burt Ward   Robin   295–1404    DABF18  "Large Marge"[290]
14  Adam West   Batman  295–1404    DABF18  "Large Marge"[290]
14  Larry Holmes    Himself     296–1405    DABF21  "Helter Shelter"[291]
14  David Lander    Himself     296–1405    DABF21  "Helter Shelter"[291]
14  Kelsey Grammer  Sideshow Bob    297–1406    EABF01  "The Great Louse Detective"[292]
14  Sally Stevens   Sings "The Way We Were"     297–1406    EABF01  "The Great Louse Detective"[292]
14  Little Richard  Himself     298–1407    EABF02  "Special Edna"[293]
14  Elliott Gould   Himself     299–1408    EABF03  "The Dad Who Knew Too Little"[294]
14  Pamela Reed     Ruth Powers     300–1409    EABF04  "Strong Arms of the Ma"[295]
14  Lisa Leslie     Herself     301–1410    EABF06  "Pray Anything"[296]
14  Blink-182[S]    Themselves  302–1411    EABF05  "Barting Over"[297]
14  Tony Hawk   Himself     302–1411    EABF05  "Barting Over"[297]
14  Jane Kaczmarek  Judge Constance Harm    302–1411    EABF05  "Barting Over"[297]
14  George Plimpton     Himself     303–1412    EABF07  "I'm Spelling as Fast as I Can"[298]
14  James L. Brooks     Himself     304–1413    EABF08  "A Star Is Born Again"[299]
14  Helen Fielding  Herself     304–1413    EABF08  "A Star Is Born Again"[299]
14  Marisa Tomei    Sara Sloane     304–1413    EABF08  "A Star Is Born Again"[299]
14  Joe Mantegna    Fat Tony    305–1414    EABF09  "Mr. Spritz Goes to Washington"[300]
14  Eric Idle   Declan Desmond  307–1416    EABF11  "'Scuse Me While I Miss the Sky"[301]
14  Joe Mantegna    Fat Tony    307–1416    EABF11  "'Scuse Me While I Miss the Sky"[301]
14  Ben Schatz  Himself     308–1417    EABF12  "Three Gays of the Condo"[302]
14  Scott Thompson  Grady   308–1417    EABF12  "Three Gays of the Condo"[302]
14  "Weird Al" Yankovic     Himself     308–1417    EABF12  "Three Gays of the Condo"[302]
14  David Byrne     Himself     309–1418    EABF13  "Dude, Where's My Ranch?"[303]
14  Andy Serkis     Cleanie     309–1418    EABF13  "Dude, Where's My Ranch?"[303]
14  Jonathan Taylor Thomas  Luke Stetson    309–1418    EABF13  "Dude, Where's My Ranch?"[303]
14  Stacy Keach     Howard K. Duff VII  310–1419    EABF14  "Old Yeller Belly"[304]
14  John Kassir     Various animals     310–1419    EABF14  "Old Yeller Belly"[68]
14  Jackson Browne  Himself     311–1420    EABF15  "Brake My Wife, Please"[305]
14  Steve Buscemi   Himself     311–1420    EABF15  "Brake My Wife, Please"[305]
14  Jane Kaczmarek  Judge Constance Harm    311–1420    EABF15  "Brake My Wife, Please"[305]
14  Joe Mantegna    Fat Tony    313–1422    EABF17  "Moe Baby Blues"[306]
15  Oscar De La Hoya    Himself     314–1501    EABF21  "Treehouse of Horror XIV"[307]
15  Jennifer Garner     Herself     314–1501    EABF21  "Treehouse of Horror XIV"[307]
15  Dudley R. Herschbach    Himself     314–1501    EABF21  "Treehouse of Horror XIV"[307]
15  Jerry Lewis     Professor John Frink Sr.    314–1501    EABF21  "Treehouse of Horror XIV"[307]
15  Glenn Close     Mona Simpson    315–1502    EABF18  "My Mother the Carjacker"[308]
15  Michael Moore   Himself     316–1503    EABF20  "The President Wore Pearls"[309]
15  Tony Blair  Himself     317–1504    EABF22  "The Regina Monologues"[310]
15  Jane Leeves     Edwina  317–1504    EABF22  "The Regina Monologues"[310]
15  Evan Marriott   Himself     317–1504    EABF22  "The Regina Monologues"[310]
15  Ian McKellen    Himself     317–1504    EABF22  "The Regina Monologues"[310]
15  J. K. Rowling   Herself     317–1504    EABF22  "The Regina Monologues"[310]
15  Charles Napier  Grant Connor    318–1505    EABF19  "The Fat and the Furriest"[311]
15  Jackie Mason    Rabbi Hyman Krustofski  319–1506    FABF01  "Today I Am A Clown"[312]
15  Mr. T   Himself     319–1506    FABF01  "Today I Am A Clown"[312]
15  Jim Gilstrap    Soulful Prune   320–1507    FABF02  "'Tis the Fifteenth Season"[68]
15  Tom Clancy  Himself     323–1510    FABF05  "Diatribe of a Mad Housewife"[313]
15  Ashley Olsen    Herself     323–1510    FABF05  "Diatribe of a Mad Housewife"[313]
15  Mary-Kate Olsen     Herself     323–1510    FABF05  "Diatribe of a Mad Housewife"[313]
15  Thomas Pynchon  Himself     323–1510    FABF05  "Diatribe of a Mad Housewife"[313]
15  Nick Bakay  Salem Saberhagen    325–1512    FABF07  "Milhouse Doesn't Live Here Anymore"[314]
15  William Daniels     K.I.T.T.    325–1512    FABF07  "Milhouse Doesn't Live Here Anymore"[314]
15  Isabel Sanford  Herself     325–1512    FABF07  "Milhouse Doesn't Live Here Anymore"[314]
15  Dick Tufeld     Lost in Space robot     325–1512    FABF07  "Milhouse Doesn't Live Here Anymore"[314]
15  Simon Cowell    Henry   326–1513    FABF09  "Smart and Smarter"[315]
15  Jon Lovitz  Artie Ziff
15  Brave Combo     Play the end credits    328–1515    FABF10  "Co-Dependent's Day"[317]
15  Sarah Michelle Gellar   Gina Vendetti   329–1516    FABF11  "The Wandering Juvie"[318]
15  Jane Kaczmarek  Judge Constance Harm    329–1516    FABF11  "The Wandering Juvie"[318]
15  Charles Napier  Warden  329–1516    FABF11  "The Wandering Juvie"[318]
15  Matt Groening   Himself     330–1517    FABF12  "My Big Fat Geek Wedding"[319]
15  Mark Campbell   Country singer  332–1519    FABF15  "Simple Simpson"[68]
15  Nichelle Nichols    Herself     332–1519    FABF15  "Simple Simpson"[68][320]
16  James Caan  Himself     337–1602    FABF20  "All's Fair in Oven War"[321]
16  Thomas Pynchon  Himself     337–1602    FABF20  "All's Fair in Oven War"[321]
16  Kim Cattrall    Chloe Talbot    339–1604    FABF22  "She Used to Be My Girl"[322]
16  Terry Greene    Sgt. Activity   340–1605    FABF21  "Fat Man and Little Boy"[68]
16  Eric Idle   Declan Desmond  340–1605    FABF21  "Fat Man and Little Boy"[323]
16  Tom Brady   Himself     343–1608    GABF02  "Homer and Ned's Hail Mary Pass"[324]
16  LeBron James    Himself     343–1608    GABF02  "Homer and Ned's Hail Mary Pass"[324]
16  Michelle Kwan   Herself     343–1608    GABF02  "Homer and Ned's Hail Mary Pass"[324]
16  Warren Sapp     Himself     343–1608    GABF02  "Homer and Ned's Hail Mary Pass"[324]
16  Yao Ming    Himself     343–1608    GABF02  "Homer and Ned's Hail Mary Pass"[324]
16  50 Cent     Himself     344–1609    GABF03  "Pranksta Rap"[325]
16  Dana Gould  Barney Fife     344–1609    GABF03  "Pranksta Rap"
16  Gary Busey  Himself     346–1611    GABF05  "On a Clear Day I Can't See My Sister"[326]
16  Jane Kaczmarek  Judge Constance Harm    346–1611    GABF05  "On a Clear Day I Can't See My Sister"[326]
16  Lucy Liu    Madam Wu    347–1612    GABF06  "Goo Goo Gai Pan"[327]
16  Robert Wagner   Himself     347–1612    GABF06  "Goo Goo Gai Pan"[327]
16  Frank Gehry     Himself     349–1614    GABF08  "The Seven-Beer Snitch"[328]
16  Joe Mantegna    Fat Tony    349–1614    GABF08  "The Seven-Beer Snitch"[328]
16  Charles Napier  Officer Krackney    349–1614    GABF08  "The Seven-Beer Snitch"[328]
16  John DiMaggio   Bender  350–1615    GABF12  "Future-Drama"[329]
16  Amy Poehler     Jenda   350–1615    GABF12  "Future-Drama"[329]
16  Stephen Hawking     Himself     351–1616    GABF10  "Don't Fear the Roofer"[330]
16  Ray Romano  Ray Magini  351–1616    GABF10  "Don't Fear the Roofer"[330]
16  Albert Brooks   Tab Spangler
16  Fantasia Barrino    Clarissa Wellington     353–1618    GABF13  "A Star Is Torn"[332]
16  Baha Men    Sing "Who Wants a Haircut?"     354–1619    GABF14  "Thank God, It's Doomsday"[333]
16  Los Lobos   Play end credits    354–1619    GABF14  "Thank God, It's Doomsday"[334]
16  Jason Bateman   Himself     355–1620    GABF15  "Home Away from Homer"[335]
16  Liam Neeson     Father Sean     356–1621    GABF09  "The Father, the Son, and the Holy Guest Star"[336]
17  Alec Baldwin    Caleb Thorn     357–1701    GABF18  "Bonfire of the Manatees"[337]
17  Joe Mantegna    Fat Tony    357–1701    GABF18  "Bonfire of the Manatees"[337]
17  Terry Bradshaw  Himself     360–1704    GABF17  "Treehouse of Horror XVI"[338]
17  Dennis Rodman   Himself     360–1704    GABF17  "Treehouse of Horror XVI"[338]
17  Lily Tomlin     Tammy   363–1707    GABF22  "The Last of the Red Hat Mamas"[339]
17  Maria Grazia Cucinotta  Francessa   364–1708    HABF02  "The Italian Bob"[340]
17  Kelsey Grammer  Sideshow Bob    364–1708    HABF02  "The Italian Bob"[340]
17  Joe Frazier     Himself     366–1710    HABF03  "Homer's Paternity Coot"[341]
17  William H. Macy     Himself     366–1710    HABF03  "Homer's Paternity Coot"[341]
17  Michael York    Mason Fairbanks     366–1710    HABF03  "Homer's Paternity Coot"[341]
17  Maurice LaMarche    Commander McBragg   370–1714    HABF07  "The Seemingly Never-Ending Story"[342]
17  Antonio Fargas  Huggy Bear  370–1714    HABF07  "Bart Has Two Mommies"[343]
17  Randy Johnson   Himself     370–1714    HABF07  "Bart Has Two Mommies"[343]
17  Susan Sarandon  Herself     370–1714    HABF07  "Bart Has Two Mommies"[343]
17  Dave Thomas     Bob Hope    370–1714    HABF07  "Bart Has Two Mommies"[343]
17  Ricky Gervais   Charles     371–1715    HABF08  "Homer Simpson, This Is Your Wife"[344]
17  Michael Carrington  Sports anchor #2    372–1716    HABF09  "Million Dollar Abie"[68]
17  Rob Reiner  Himself     372–1716    HABF09  "Million Dollar Abie"[345]
17  Richard Dean Anderson   Himself     373–1717    HABF10  "Kiss Kiss, Bang Bangalore"[346]
17  Meher Tatna     Indian passenger    373–1717    HABF10  "Kiss Kiss, Bang Bangalore"[68]
17  Jim Gilstrap    Wise Old Cat singer     375–1719    HABF12  "Girls Just Want to Have Sums"[68]
17  Frances McDormand   Melanie Upfoot  375–1719    HABF12  "Girls Just Want to Have Sums"[347]
17  Sal Bando   Himself     376–1720    HABF13  "Regarding Margie"[348]
17  Gene Tenace     Himself     376–1720    HABF13  "Regarding Margie"[348]
17  Melanie Griffith    Herself     377–1721    HABF14  "The Monkey Suit"[349]
17  Larry Hagman    Wallace Brady   377–1721    HABF14  "The Monkey Suit"[349]
17  Stacy Keach     Howard K. Duff VII  378–1722    HABF16  "Marge and Homer Turn a Couple Play"[350]
17  Mandy Moore     Tabitha Vixx    378–1722    HABF16  "Marge and Homer Turn a Couple Play"[350]
18  Michael Imperioli   Dante Calabresis Jr.    379–1801    HABF15  "The Mook, the Chef, the Wife and Her Homer"[351]
18  Joe Mantegna    Fat Tony    379–1801    HABF15  "The Mook, the Chef, the Wife and Her Homer"[351]
18  Metallica[T]    Themselves  379–1801    HABF15  "The Mook, the Chef, the Wife and Her Homer"[351]
18  Joe Pantoliano  Dante Calabresis    379–1801    HABF15  "The Mook, the Chef, the Wife and Her Homer"[351]
18  The White Stripes[U]    Themselves  380–1802    HABF18  "Jazzy and the Pussycats"[352]
18  Fran Drescher   Female Golem    382–1804    HABF17  "Treehouse of Horror XVII"[353]
18  Maurice LaMarche    Orson Welles    382–1804    HABF17  "Treehouse of Horror XVII"[353]
18  Richard Lewis   Male Golem  382–1804    HABF17  "Treehouse of Horror XVII"[353]
18  Phil McGraw     Himself     382–1804    HABF17  "Treehouse of Horror XVII"[353]
18  Sir Mix-a-Lot   Sings "Baby Likes Fat"  382–1804    HABF17  "Treehouse of Horror XVII"[353]
18  Maurice LaMarche    Recruiter #2    383–1805    HABF21  "G.I. (Annoyed Grunt)"[354]
18  Kiefer Sutherland   Colonel     383–1805    HABF21  "G.I. (Annoyed Grunt)"[354]
18  Michael Chabon  Himself     384–1806    HABF19  "Moe'N'a Lisa"[355]
18  Jonathan Franzen    Himself     384–1806    HABF19  "Moe'N'a Lisa"[355]
18  J. K. Simmons   J. Jonah Jameson    384–1806    HABF19  "Moe'N'a Lisa"[355]
18  Gore Vidal  Himself     384–1806    HABF19  "Moe'N'a Lisa"[355]
18  Tom Wolfe   Himself     384–1806    HABF19  "Moe'N'a Lisa"[355]
18  Elvis Stojko    Himself     387–1809    JABF01  "Kill Gil, Volumes I & II"[356]
18  Dana Gould  Rotting Pelican Crewman     388–1810    JABF03  "The Wife Aquatic"
18  Maurice LaMarche    Billy
18  Sab Shimono     Japanese fisherman  388–1810    JABF03  "The Wife Aquatic"[357]
18  Natalie Portman     Darcy   390–1812    JABF04  "Little Big Girl"[358]
18  Eric Idle   Declan Desmond  391–1813    JABF07  "Springfield Up"[359]
18  Peter Bogdanovich   Psychologist    392–1814    JABF09  "Yokel Chords"[360]
18  Andy Dick   Himself     392–1814    JABF09  "Yokel Chords"[360]
18  James Patterson     Himself     392–1814    JABF09  "Yokel Chords"[360]
18  Meg Ryan    Dr. Stacy Swanson   392–1814    JABF09  "Yokel Chords"[360]
18  Stephen Sondheim    Himself     392–1814    JABF09  "Yokel Chords"[360]
18  Jane Kaczmarek  Judge Constance Harm    393–1815    JABF08  "Rome-old and Juli-eh"[361]
18  Jon Lovitz  Enrico Irriazio     394–1816    JABF06  "Homerazzi"[362]
18  J. K. Simmons   Tabloid editor  394–1816    JABF06  "Homerazzi"[362]
18  Betty White     Herself     394–1816    JABF06  "Homerazzi"[362]
18  Ronaldo     Himself     398–1817    JABF12  "Marge Gamer"[363]
18  Rudy Giuliani[V]    Himself     394–1816    JABF06  "Stop or My Dog Will Shoot"[364]
18  Stephen Hawking     Himself     394–1816    JABF06  "Stop or My Dog Will Shoot"[365]
18  Maurice LaMarche    Farmer  394–1816    JABF06  "Stop or My Dog Will Shoot"[365]
18  Mary Lynn Rajskub   Chloe O'Brian   399–1821    JABF14  "24 Minutes"[366]
18  Kiefer Sutherland   Jack Bauer  399–1821    JABF14  "24 Minutes"[366]
18  Maurice LaMarche    Fox announcer   400–1822    JABF15  "You Kent Always Say What You Want"[367]
18  Ludacris    Himself     400–1822    JABF15  "You Kent Always Say What You Want"[367]
19  Stephen Colbert     Colby Kraus     401–1901    JABF20  "He Loves to Fly and He D'ohs"[368]
19  Lionel Richie   Himself     401–1901    JABF20  "He Loves to Fly and He D'ohs"[368]
19  Plácido Domingo     Himself     402–1902    JABF18  "Homer of Seville"[369]
19  Maya Rudolph    Julia   402–1902    JABF18  "Homer of Seville"[369]
19  Matt Dillon     Louie   403–1903    JABF21  "Midnight Towboy"[370]
19  Steve Buscemi   Dwight David Diddlehoffer   404–1904    JABF19  "I Don't Wanna Know Why the Caged Bird Sings"[371]
19  Julia Louis-Dreyfus     Gloria  404–1904    JABF19  "I Don't Wanna Know Why the Caged Bird Sings"[371]
19  Ted Nugent  Himself     404–1904    JABF19  "I Don't Wanna Know Why the Caged Bird Sings"[371]
19  Maurice LaMarche    Government Official     405–1905    JABF16  "Treehouse of Horror XVIII"[372]
19  Jack Black  Milo    407–1907    JABF17  "Husbands and Knives"[373]
19  Daniel Clowes   Himself     407–1907    JABF17  "Husbands and Knives"[373]
19  Maurice LaMarche    Jock    407–1907    JABF17  "Husbands and Knives"[374]
19  Sang Am Lee     Korean singer   407–1907    JABF17  "Husbands and Knives"[68]
19  Alan Moore  Himself     407–1907    JABF17  "Husbands and Knives"[373]
19  Art Spiegelman  Himself     407–1907    JABF17  "Husbands and Knives"[373]
19  Kelsey Grammer  Sideshow Bob    408–1908    KABF01  "Funeral for a Fiend"[375]
19  John Mahoney    Dr. Robert Terwilliger, Sr.     408–1908    KABF01  "Funeral for a Fiend"[375]
19  Keith Olbermann     Himself     408–1908    KABF01  "Funeral for a Fiend"[375]
19  David Hyde Pierce   Cecil Terwilliger   408–1908    KABF01  "Funeral for a Fiend"[375]
19  Dan Rather  Himself     410–1910    KABF03  "E Pluribus Wiggum"[376]
19  Jon Stewart     Himself     410–1910    KABF03  "E Pluribus Wiggum"[376]
19  Kurt Loder  Himself     411–1911    KABF04  "That '90s Show"[377]
19  "Weird Al" Yankovic     Himself     411–1911    KABF04  "That 90's Show"[377]
19  Topher Grace    Donny   413–1913    KABF06  "The Debarted"[378]
19  Terry Gross     Herself     413–1913    KABF06  "The Debarted"[378]
19  Beverly D'Angelo    Lurleen Lumpkin     416–1916    KABF09  "Papa Don't Leech"[379]
19  Dixie Chicks[W]     Themselves  416–1916    KABF09  "Papa Don't Leech"[379]
19  Zooey Deschanel     Mary Spuckler   417–1917    KABF10  "Apocalypse Cow"[380]
19  Jim Jarmusch    Himself     418–1918    KABF11  "Any Given Sundance"[381]
19  John C. Reilly  Himself     418–1918    KABF11  "Any Given Sundance"[381]
19  Lance Armstrong     Himself     419–1919    KABF12  "Mona Leaves-a"[382]
19  Glenn Close     Mona Simpson    419–1919    KABF12  "Mona Leaves-a"[382]
19  Drew Carey  Himself     420–1920    KABF13  "All About Lisa"[383]
20  Robert Forster  Lucky Jim   421–2001    KABF17  "Sex, Pies and Idiot Scrapes"[384]
20  Julia Louis-Dreyfus     Gloria  421–2001    KABF17  "Sex, Pies and Idiot Scrapes"[384]
20  Joe Mantegna    Fat Tony    421–2001    KABF17  "Sex, Pies and Idiot Scrapes"[384]
20  Brian Grazer    Himself     422–2002    KABF15  "Lost Verizon"[385]
20  Denis Leary     Himself     422–2002    KABF15  "Lost Verizon"[385]
20  Joe Montana     Himself     423–2003    KABF14  "Double, Double, Boy in Trouble"[386]
20  Maurice LaMarche    Toucan Sam
20  Merl Reagle     Himself     426–2006    KABF19  "Homer and Lisa Exchange Cross Words"[388]
20  Will Shortz     Himself     426–2006    KABF19  "Homer and Lisa Exchange Cross Words"[388]
20  Scott Thompson  Grady   426–2006    KABF19  "Homer and Lisa Exchange Cross Words"[388]
20  Shohreh Aghdashloo  Mina    427–2007    KABF20  "Mypods and Boomsticks"[389]
20  Marv Albert     Himself     428–2008    KABF21  "The Burns and the Bees"[390]
20  Jeff Bezos  Himself     428–2008    KABF21  "The Burns and the Bees"[390]
20  Mark Cuban  Himself     428–2008    KABF21  "The Burns and the Bees"[390]
20  Emily Blunt     Juliet Hobbes   429–2009    KABF22  "Lisa the Drama Queen"[391]
20  Fall Out Boy    Play the end credits    429–2009    KABF22  "Lisa the Drama Queen"[391]
20  Maurice LaMarche    Robert D. Eisenhower    432–2012    LABF03  "No Loan Again, Naturally"[392]
20  Ed Begley, Jr.  Himself     433–2013    LABF04  "Gone Maggie Gone"[393]
20  Glen Hansard    Street musician     434–2014    LABF11  "In the Name of the Grandfather"[394]
20  Markéta Irglová     Czech singer    434–2014    LABF11  "In the Name of the Grandfather"[394]
20  Colm Meaney     Tom O'Flanagan  434–2014    LABF11  "In the Name of the Grandfather"[394]
20  Kelsey Grammer  Sideshow Bob    435–2015    LABF05  "Wedding for Disaster"[395]
20  Anne Hathaway   Jenny   437–2017    LABF07  "The Good, the Sad and the Drugly"[396]
20  Maurice LaMarche    City Inspector  439–2019    LABF10  "Waverly Hills 9-0-2-1-D'oh"[397]
20  Joe Mantegna    Fat Tony    439–2019    LABF10  "Waverly Hills 9-0-2-1-D'oh"[397]
20  Ellen Page  Alaska Nebraska     439–2019    LABF10  "Waverly Hills 9-0-2-1-D'oh"[397]
20  Jodie Foster    Maggie Simpson  440–2020    LABF09  "Four Great Women and a Manicure"[398]
21  Matt Groening   Himself     442–2101    LABF13  "Homer the Whopper"[399]
21  Seth Rogen  Lyle McCarthy   442–2101    LABF13  "Homer the Whopper"[399]
21  Kevin Michael Richardson    Security guard  442–2101    LABF13  "Homer the Whopper"[400]
21  Chuck Liddell   Himself     444–2103    LABF16  "The Great Wife Hope"[401]
21  Jonah Hill  Andy Hamilton   447–2106    LABF18  "Pranks and Greens"[402]
21  Neve Campbell   Cassandra   448–2107    LABF19  "Rednecks and Broomsticks"[403]
21  Kim Cattrall    Fourth Simpson child    449–2108    MABF01  "O Brother, Where Bart Thou?"[404]
21  Huell Howser    Himself     449–2108    MABF01  "O Brother, Where Bart Thou?"[404]
21  Cooper Manning  Himself     449–2108    MABF01  "O Brother, Where Bart Thou?"[404]
